,block_id,user_id,model,category,sentence,score
0,0,0,gpt3_CFSLH-B_hum_eval.predictions.txt,perspective,`` Con Ashley muore un'altra vittima innocente di questo crimine orribile che è il femminicidio. Non possiamo permettere che questo continui ad accadere. Le donne non sono oggetti da possedere o da controllare. Sono esseri umani con i loro diritti e la loro dignità. Non possiamo tollerare questi crimini orribili.'',0
1,0,1,gpt3_CFSLH-B_hum_eval.predictions.txt,perspective,`` Con Ashley muore un'altra vittima innocente di questo crimine orribile che è il femminicidio. Non possiamo permettere che questo continui ad accadere. Le donne non sono oggetti da possedere o da controllare. Sono esseri umani con i loro diritti e la loro dignità. Non possiamo tollerare questi crimini orribili.'',2
2,0,2,gpt3_CFSLH-B_hum_eval.predictions.txt,perspective,`` Con Ashley muore un'altra vittima innocente di questo crimine orribile che è il femminicidio. Non possiamo permettere che questo continui ad accadere. Le donne non sono oggetti da possedere o da controllare. Sono esseri umani con i loro diritti e la loro dignità. Non possiamo tollerare questi crimini orribili.'',1
3,0,3,gpt3_CFSLH-B_hum_eval.predictions.txt,perspective,`` Con Ashley muore un'altra vittima innocente di questo crimine orribile che è il femminicidio. Non possiamo permettere che questo continui ad accadere. Le donne non sono oggetti da possedere o da controllare. Sono esseri umani con i loro diritti e la loro dignità. Non possiamo tollerare questi crimini orribili.'',8
4,0,0,mbart_info_src_sh.txt,perspective,"Un uomo di origini africane , Cheik Tidiane , 27 anni , è stato fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",4
5,0,1,mbart_info_src_sh.txt,perspective,"Un uomo di origini africane , Cheik Tidiane , 27 anni , è stato fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",10
6,0,2,mbart_info_src_sh.txt,perspective,"Un uomo di origini africane , Cheik Tidiane , 27 anni , è stato fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",9
7,0,3,mbart_info_src_sh.txt,perspective,"Un uomo di origini africane , Cheik Tidiane , 27 anni , è stato fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",0
8,0,0,gpt3_FSLH_hum_eval.predictions.txt,perspective,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino . Il vescovo ha criticato duramente il contesto sociale in cui viveva Ashley , sostenendo che non è stato in grado di aiutarla .",0
9,0,1,gpt3_FSLH_hum_eval.predictions.txt,perspective,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino . Il vescovo ha criticato duramente il contesto sociale in cui viveva Ashley , sostenendo che non è stato in grado di aiutarla .",2
